,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
28823,"software development life cycle , software, system development lifecycle ",software development life cycle model ,0.04062740683689792,0.04316013981870964,0.04062740683689792,1.0,23.16952642415923,0.03887392227734581,inf
11753,software development life cycle model ,"software development life cycle , system development lifecycle ",0.04316013981870964,0.04313051721073523,0.04313051721073523,0.9993136582017844,23.16952642415923,0.04126899805746664,1394.158836423811
11752,"software development life cycle , system development lifecycle ",software development life cycle model ,0.04313051721073523,0.04316013981870964,0.04313051721073523,1.0,23.16952642415923,0.04126899805746664,inf
28830,software development life cycle model ,"software development life cycle , software, system development lifecycle ",0.04316013981870964,0.04062740683689792,0.04062740683689792,0.9413177762525738,23.16952642415923,0.03887392227734581,16.34860664606598
28828,"software development life cycle , system development lifecycle ","software development life cycle model , software",0.04313051721073523,0.04065702944487232,0.04062740683689792,0.9419642857142857,23.16854670830081,0.03887384812868849,16.53021733879604
28825,"software development life cycle model , software","software development life cycle , system development lifecycle ",0.04065702944487232,0.04313051721073523,0.04062740683689792,0.9992714025500912,23.16854670830081,0.03887384812868849,1313.303365128438
1191,google,google plus ,0.04350079981041531,0.04350079981041531,0.04350079981041531,1.0,22.98808307797072,0.04160848022626949,inf
1190,google plus ,google,0.04350079981041531,0.04350079981041531,0.04350079981041531,1.0,22.98808307797072,0.04160848022626949,inf
1767,system development lifecycle ,software development life cycle model ,0.04372296937022335,0.04316013981870964,0.04313051721073523,0.986449864498645,22.85557620160965,0.04124342773942723,70.61478168137943
1766,software development life cycle model ,system development lifecycle ,0.04316013981870964,0.04372296937022335,0.04313051721073523,0.9993136582017844,22.85557620160965,0.04124342773942723,1393.295633627437
11750,"software development life cycle model , software development life cycle ",system development lifecycle ,0.04316013981870964,0.04372296937022335,0.04313051721073523,0.9993136582017844,22.85557620160965,0.04124342773942723,1393.295633627437
11755,system development lifecycle ,"software development life cycle model , software development life cycle ",0.04372296937022335,0.04316013981870964,0.04313051721073523,0.986449864498645,22.85557620160965,0.04124342773942723,70.61478168137943
28820,"software development life cycle model , software development life cycle , software",system development lifecycle ,0.04065702944487232,0.04372296937022335,0.04062740683689792,0.9992714025500912,22.85460976103386,0.0388497607837955,1312.49022453954
11714,"software development life cycle model , software",system development lifecycle ,0.04065702944487232,0.04372296937022335,0.04062740683689792,0.9992714025500912,22.85460976103386,0.0388497607837955,1312.49022453954
11719,system development lifecycle ,"software development life cycle model , software",0.04372296937022335,0.04065702944487232,0.04062740683689792,0.9292005420054201,22.85460976103386,0.0388497607837955,13.55014568937196
28833,system development lifecycle ,"software development life cycle model , software development life cycle , software",0.04372296937022335,0.04065702944487232,0.04062740683689792,0.9292005420054201,22.85460976103386,0.0388497607837955,13.55014568937196
28824,"software development life cycle model , software development life cycle ","software, system development lifecycle ",0.04316013981870964,0.04119023638841163,0.04062740683689792,0.9413177762525738,22.85293454925163,0.03884963047520838,16.33901550388404
28829,"software, system development lifecycle ","software development life cycle model , software development life cycle ",0.04119023638841163,0.04316013981870964,0.04062740683689792,0.9863358504135205,22.85293454925163,0.03884963047520838,70.02556976747883
11717,software development life cycle model ,"software, system development lifecycle ",0.04316013981870964,0.04119023638841163,0.04062740683689792,0.9413177762525738,22.85293454925163,0.03884963047520838,16.33901550388404
11716,"software, system development lifecycle ",software development life cycle model ,0.04119023638841163,0.04316013981870964,0.04062740683689792,0.9863358504135205,22.85293454925163,0.03884963047520838,70.02556976747883
27730,"software, interface ","information technology , interface",0.04530777889685408,0.04495230760116121,0.04138278334024528,0.913370382477934,20.31865395169034,0.03934609412654849,11.0244939284832
27729,"software, interface","information technology , interface ",0.04530777889685408,0.04495230760116121,0.04138278334024528,0.913370382477934,20.31865395169034,0.03934609412654849,11.0244939284832
27728,"information technology , interface ","software, interface",0.04495230760116121,0.04530777889685408,0.04138278334024528,0.9205930807248764,20.31865395169034,0.03934609412654849,12.02278378028236
27727,"information technology , interface","software, interface ",0.04495230760116121,0.04530777889685408,0.04138278334024528,0.9205930807248764,20.31865395169034,0.03934609412654849,12.02278378028236
10172,interface,"information technology , interface ",0.05093607441199123,0.04495230760116121,0.04495230760116121,0.8825239895318407,19.63245129398081,0.04266261351619774,8.12972528257329
11152,"software, interface ",interface,0.04530777889685408,0.05093607441199123,0.04530777889685408,1.0,19.63245129398081,0.04299997849952187,inf
11154,"software, interface",interface ,0.04530777889685408,0.05093607441199123,0.04530777889685408,1.0,19.63245129398081,0.04299997849952187,inf
11155,interface ,"software, interface",0.05093607441199123,0.04530777889685408,0.04530777889685408,0.8895027624309392,19.63245129398081,0.04299997849952187,8.639964600983467
11157,interface,"software, interface ",0.05093607441199123,0.04530777889685408,0.04530777889685408,0.8895027624309392,19.63245129398081,0.04299997849952187,8.639964600983467
10168,"information technology , interface",interface ,0.04495230760116121,0.05093607441199123,0.04495230760116121,1.0,19.63245129398081,0.04266261351619774,inf
